age,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,gender_F,gender_M,residence_D,residence_H,location_R,location_U,TARGET_PREDICTION_PERCENT
21,1,1,2,0,1,3,3,5,4,1,1,0,1,6,5,58,71,53,False,True,True,False,True,False,67
22,0,1,2,0,1,3,2,3,3,1,0,0,1,4,3,75,85,98,True,False,True,False,False,True,75
26,1,0,5,1,0,2,3,4,1,1,0,1,1,3,3,35,52,30,True,False,False,True,False,True,39
20,0,0,7,0,0,2,5,4,1,1,1,1,1,3,4,69,69,65,False,True,False,True,False,True,70
21,1,1,6,0,1,3,2,3,5,0,1,0,1,15,2,87,96,74,False,True,False,True,False,True,85
19,1,1,5,1,0,2,2,4,4,1,0,1,1,5,4,84,69,92,True,False,False,True,False,True,65
18,0,1,0,0,1,5,4,5,4,0,0,1,0,5,5,86,96,71,False,True,False,True,False,True,84
22,0,1,5,0,1,5,5,5,5,0,0,3,1,6,4,87,90,78,False,True,False,True,False,True,83
18,1,1,6,0,1,2,5,5,2,0,1,3,0,5,2,83,84,82,False,True,True,False,False,True,86
22,0,1,1,0,1,4,4,5,4,0,0,1,0,4,5,73,71,72,False,True,False,True,True,False,83
21,1,1,4,1,1,5,5,3,3,1,1,1,1,10,5,85,80,75,True,False,True,False,False,True,82
16,1,0,2,0,1,5,4,4,4,1,1,3,1,4,2,88,78,70,True,False,True,False,False,True,77
18,1,1,4,1,1,5,5,5,5,0,0,1,0,4,5,92,93,84,False,True,False,True,True,False,66
19,0,1,8,1,1,3,1,0,1,1,1,1,1,3,2,66,69,64,True,False,False,True,True,False,68
20,1,1,3,1,1,4,2,4,2,1,1,1,1,4,2,87,90,83,False,True,True,False,False,True,98
20,1,1,3,1,1,3,4,3,3,1,0,2,1,3,3,90,93,79,True,False,False,True,False,True,89
16,0,1,2,0,1,5,5,4,3,1,0,3,1,4,5,97,78,87,False,True,True,False,False,True,88
21,1,0,5,2,2,5,3,4,2,1,1,0,0,3,5,79,99,91,True,False,False,True,False,True,95
19,1,0,5,1,1,2,3,1,0,0,0,3,1,3,3,58,68,60,True,False,False,True,True,False,97
23,1,1,3,0,1,2,3,2,4,1,1,1,1,3,2,91,93,80,False,True,True,False,False,True,95
19,1,1,5,2,1,4,3,4,5,1,0,0,0,4,3,75,86,87,True,False,True,False,False,True,88
21,1,1,3,0,0,4,5,4,4,1,0,2,0,5,5,75,73,74,True,False,True,False,False,True,78
22,0,1,2,0,1,4,5,4,4,1,0,1,0,4,5,77,72,72,False,True,True,False,False,True,75
24,0,0,3,1,1,4,3,4,1,0,0,1,1,11,5,91,77,93,True,False,True,False,False,True,87
21,1,1,5,1,0,1,3,2,2,0,1,4,1,5,3,55,54,58,True,False,False,True,False,True,57
16,1,1,2,0,1,2,2,2,1,1,1,1,0,5,5,89,87,96,True,False,True,False,False,True,94
18,1,1,5,0,0,3,5,3,3,1,0,1,0,5,5,84,82,85,True,False,True,False,False,True,83
19,1,1,4,0,1,1,5,3,3,1,0,0,0,4,5,94,95,95,False,True,True,False,True,False,93
27,0,1,2,0,1,4,5,4,2,1,1,0,0,5,5,77,90,66,True,False,False,True,True,False,78
16,1,1,1,1,1,3,4,3,4,1,0,1,0,4,3,67,93,92,False,True,True,False,True,False,88
22,0,1,4,0,0,4,4,0,5,1,1,0,1,5,3,88,72,68,False,True,True,False,False,True,76
16,0,0,2,0,0,3,2,2,2,1,0,2,1,3,4,90,92,94,True,False,True,False,False,True,92
19,1,1,4,0,0,5,5,5,4,1,1,0,1,3,5,92,92,89,True,False,True,False,False,True,95
21,0,1,0,0,1,2,4,0,0,1,0,0,0,5,5,80,81,80,True,False,False,True,False,True,80
23,1,1,3,1,1,5,2,4,3,1,1,0,1,4,5,90,94,82,False,True,True,False,True,False,88
17,1,1,1,1,1,5,3,2,1,1,1,1,1,4,4,83,79,74,False,True,True,False,False,True,77
17,1,1,8,0,1,1,5,2,2,1,0,1,0,4,3,100,98,76,True,False,True,False,False,True,66
20,1,0,4,0,0,1,5,2,1,1,0,0,0,5,3,32,30,30,True,False,False,True,True,False,31
23,0,1,7,0,1,4,3,3,4,0,0,2,1,4,4,91,88,77,False,True,False,True,True,False,83
19,0,1,4,0,1,4,4,5,4,1,1,0,0,4,5,74,74,72,True,False,True,False,False,True,77
20,0,1,3,1,0,3,4,1,3,1,0,1,0,3,5,74,72,70,True,False,True,False,False,True,74
19,0,1,2,0,1,3,3,3,5,1,0,1,0,5,4,90,85,74,False,True,True,False,False,True,90
18,0,0,6,0,1,5,4,4,5,1,0,4,1,6,5,75,84,83,True,False,True,False,False,True,85
23,1,1,3,0,0,2,4,4,2,0,0,0,0,6,5,56,73,49,False,True,True,False,True,False,88
12,0,1,3,0,0,5,3,5,0,0,0,0,1,2,1,71,82,84,False,True,True,False,False,True,79
23,0,1,8,0,1,2,5,4,2,1,0,0,1,3,5,68,79,82,True,False,True,False,True,False,84
16,0,0,2,0,0,5,5,2,1,1,1,1,0,4,4,90,80,89,True,False,True,False,False,True,85
15,1,1,3,0,1,3,4,4,3,1,1,1,0,3,5,89,92,81,False,True,True,False,False,True,93
27,0,1,8,0,1,2,5,5,3,1,1,4,0,4,1,70,61,54,True,False,True,False,False,True,62
18,0,1,3,0,1,4,4,5,3,1,0,1,1,5,4,99,94,71,True,False,False,True,False,True,88
21,0,0,2,1,4,5,4,3,3,1,1,0,2,5,4,85,91,97,True,False,False,True,False,True,94
21,0,0,4,1,1,3,4,3,3,1,1,1,1,3,4,88,91,78,False,True,True,False,True,False,85
22,0,0,8,0,1,5,3,3,2,1,0,0,1,3,1,59,61,71,False,True,False,True,True,False,78
25,1,1,2,0,1,2,3,4,4,0,0,0,0,3,3,98,81,74,True,False,True,False,False,True,75
28,1,1,5,1,1,5,4,1,1,1,1,0,0,4,3,66,82,57,True,False,False,True,True,False,67
21,1,1,6,0,1,2,4,5,0,1,0,0,0,4,4,80,78,81,True,False,True,False,False,True,89
19,0,1,3,0,1,2,5,5,2,1,1,0,0,4,5,86,81,84,False,True,False,True,False,True,87
21,0,0,0,2,3,4,3,4,2,1,0,0,2,3,4,85,98,97,False,True,False,True,True,False,96
16,0,0,2,1,0,5,2,2,2,1,1,2,0,3,4,49,55,61,True,False,True,False,False,True,59
21,0,1,5,0,1,5,5,4,4,1,0,0,1,2,2,46,49,60,False,True,False,True,False,True,49
19,0,1,1,0,1,3,4,2,1,1,0,0,1,5,5,42,83,80,False,True,True,False,False,True,50
27,0,1,7,1,0,2,3,3,1,1,0,4,1,4,5,88,91,82,True,False,False,True,True,False,93
23,1,1,7,1,1,2,2,2,2,0,0,0,0,3,2,88,91,79,False,True,False,True,True,False,85
15,0,0,1,0,1,3,5,2,3,1,1,1,0,5,3,76,80,83,True,False,True,False,False,True,80
32,1,1,7,1,1,1,2,5,0,1,1,1,1,11,2,69,89,84,True,False,True,False,False,True,80
27,0,1,12,0,1,3,5,4,3,1,1,4,0,4,4,79,60,74,False,True,True,False,True,False,71
20,1,0,5,1,0,3,4,3,2,1,0,3,1,4,2,69,82,78,False,True,False,True,False,True,82
19,0,1,4,0,1,1,5,5,4,1,1,0,0,3,5,60,66,69,True,False,True,False,False,True,65
21,1,1,6,1,1,4,4,4,4,1,0,0,0,3,3,90,90,78,False,True,True,False,False,True,84
32,0,0,2,0,0,5,1,5,4,1,0,1,1,4,3,93,74,89,False,True,True,False,True,False,85
19,1,1,2,0,1,3,4,4,3,1,0,0,0,3,3,68,65,58,True,False,False,True,False,True,75
21,0,1,2,0,0,2,4,5,4,1,0,0,0,4,5,91,89,91,False,True,True,False,False,True,80
22,0,1,5,0,1,4,4,4,3,1,1,0,1,7,4,78,78,80,True,False,True,False,False,True,84
20,1,1,2,0,1,3,2,3,3,1,1,2,0,5,3,97,59,68,False,True,False,True,False,True,67
25,0,0,11,0,1,3,4,4,2,1,1,1,1,4,1,92,84,97,False,True,True,False,True,False,87
22,1,1,3,1,1,4,3,3,2,1,1,1,1,4,4,85,89,77,True,False,False,True,False,True,93
20,1,1,2,0,0,4,4,4,4,1,1,1,0,5,5,68,69,79,False,True,True,False,False,True,76
15,0,1,2,0,0,4,3,4,3,1,1,3,0,4,5,55,75,80,False,True,True,False,False,True,73
19,0,1,5,1,0,3,4,1,1,1,1,4,1,4,3,85,86,79,True,False,True,False,True,False,94
20,0,1,2,1,1,2,3,2,2,0,0,1,0,4,4,65,70,81,False,True,False,True,True,False,71
20,1,0,3,1,1,4,2,1,4,0,0,0,1,4,5,95,87,88,True,False,False,True,True,False,90
22,1,1,7,0,0,3,4,0,0,0,0,1,1,3,4,70,66,68,True,False,True,False,True,False,72
8,0,0,1,0,1,5,3,3,0,1,1,0,1,12,4,74,79,84,True,False,True,False,False,True,79
18,1,1,6,0,1,3,5,5,4,1,1,0,0,4,5,87,87,84,True,False,True,False,False,True,86
25,1,1,8,0,1,3,3,3,1,1,0,4,1,4,1,76,88,76,False,True,False,True,True,False,80
20,1,0,4,0,1,2,4,3,5,1,1,4,0,6,5,71,65,65,False,True,True,False,False,True,71
21,0,0,3,0,0,3,2,2,1,0,0,1,1,6,1,64,63,66,False,True,False,True,False,True,65
19,0,1,5,0,1,4,5,5,4,1,0,0,0,4,5,78,75,74,False,True,True,False,False,True,76
19,1,1,1,0,1,2,2,3,2,1,0,0,0,4,5,83,51,63,False,True,True,False,False,True,78
15,1,1,2,0,1,1,4,2,2,1,1,1,0,3,5,45,54,57,False,True,True,False,False,True,50
17,0,0,2,1,0,2,4,3,1,1,0,0,0,4,4,62,55,60,True,False,True,False,True,False,65
8,0,1,8,0,1,1,4,4,0,1,0,0,1,9,1,83,87,69,False,True,True,False,False,True,79
21,0,1,2,0,1,5,5,5,3,1,0,0,1,5,5,50,91,60,True,False,False,True,False,True,49
15,1,1,2,0,0,3,3,4,3,1,1,1,0,4,5,73,71,72,False,True,False,True,False,True,83
20,0,1,4,0,0,4,3,4,3,0,0,1,0,4,2,90,91,80,True,False,True,False,False,True,85
21,0,1,5,0,1,5,2,3,5,1,0,2,1,3,3,86,75,92,True,False,True,False,False,True,78
16,0,0,2,0,0,1,5,4,4,0,1,5,1,3,4,90,96,95,False,True,False,True,False,True,93
22,0,1,2,1,0,4,3,4,3,1,0,2,1,5,3,87,90,82,False,True,True,False,True,False,97
19,0,0,7,0,0,1,3,5,2,1,1,3,1,3,2,70,68,66,True,False,False,True,True,False,71
21,0,1,3,0,0,4,5,2,2,1,0,0,0,4,5,75,75,75,True,False,True,False,False,True,70
21,0,0,4,0,0,5,4,1,4,0,0,1,0,5,4,88,82,89,False,True,False,True,True,False,96
20,0,1,4,0,0,5,5,5,5,1,0,1,0,4,2,90,92,80,True,False,True,False,False,True,86
20,1,1,2,1,0,4,4,4,4,1,0,0,0,4,5,76,78,88,True,False,True,False,True,False,85
21,1,1,13,0,0,1,5,5,1,1,0,3,0,3,2,85,69,75,False,True,True,False,False,True,76
21,1,1,1,1,1,3,4,3,2,0,0,2,0,4,3,82,76,90,False,True,False,True,True,False,76
17,1,1,7,1,1,2,4,4,4,0,0,1,1,5,2,76,69,72,True,False,True,False,True,False,74
21,1,1,5,1,1,2,5,4,4,0,0,1,1,6,4,86,65,98,True,False,True,False,False,True,85
19,0,1,4,1,0,3,3,1,1,1,1,2,0,4,3,68,71,75,True,False,False,True,True,False,93
22,0,1,3,1,1,3,5,1,4,0,1,1,0,2,1,79,76,86,True,False,True,False,False,True,83
22,0,1,8,0,1,2,4,4,4,0,0,0,0,5,2,75,80,82,True,False,True,False,False,True,70
33,1,1,2,0,0,5,4,3,0,1,1,1,1,14,4,86,72,70,False,True,False,True,False,True,76
29,0,0,4,0,1,1,5,3,1,0,1,1,0,8,4,69,88,68,False,True,True,False,True,False,75
19,0,1,6,0,1,3,5,5,4,1,1,0,0,5,5,90,90,91,True,False,True,False,False,True,89
21,1,1,5,1,1,4,5,2,1,1,0,1,0,3,3,78,80,71,True,False,False,True,True,False,97
20,1,1,1,2,1,5,5,5,2,1,1,0,0,4,3,83,93,95,True,False,True,False,False,True,92
16,0,1,3,0,1,4,5,4,4,1,0,1,1,4,2,87,83,75,False,True,False,True,False,True,84
20,0,1,4,0,1,3,3,4,4,1,0,1,0,6,4,83,79,86,False,True,False,True,False,True,76
27,1,1,5,0,1,4,3,5,3,1,1,2,0,4,4,64,83,66,False,True,False,True,True,False,71
20,1,1,2,0,1,3,4,5,4,1,0,1,0,4,3,80,79,85,True,False,True,False,False,True,76
17,1,1,5,0,1,4,3,5,5,1,1,1,0,4,3,95,77,74,True,False,True,False,False,True,31
21,0,1,3,0,0,3,4,1,1,1,0,1,0,4,5,76,76,75,False,True,True,False,False,True,76
19,0,1,2,0,1,3,3,3,3,0,0,1,1,10,4,95,93,86,True,False,False,True,False,True,91
24,0,1,6,1,0,5,4,2,2,1,1,1,0,3,4,85,91,82,False,True,True,False,True,False,99
15,0,1,1,0,0,4,5,4,4,1,0,4,1,5,3,56,60,63,True,False,True,False,False,True,58
20,0,1,4,0,0,3,4,3,3,1,0,1,0,4,5,92,96,73,False,True,False,True,True,False,87
19,0,1,4,1,1,3,3,1,1,1,0,1,0,5,4,88,95,88,False,True,True,False,False,True,67
24,0,1,2,1,1,3,4,3,1,0,0,0,1,2,4,65,52,95,True,False,False,True,False,True,54
20,0,1,4,1,1,4,5,4,5,0,0,1,0,4,5,88,87,86,False,True,True,False,False,True,72
19,0,1,1,0,0,3,5,5,4,1,0,1,0,4,5,85,93,80,True,False,False,True,True,False,86
22,1,1,6,0,0,3,3,4,4,1,1,2,0,4,4,90,92,91,True,False,True,False,False,True,92
21,0,1,1,0,0,4,4,5,5,1,0,0,0,4,4,63,55,54,True,False,True,False,False,True,70
19,0,1,3,0,0,4,4,5,5,1,1,1,1,3,5,94,94,79,False,True,False,True,False,True,89
25,0,1,4,1,0,4,4,5,3,1,0,4,0,5,4,80,68,80,False,True,True,False,True,False,84
21,1,0,6,2,4,5,3,4,4,1,1,0,2,4,4,75,88,100,False,True,True,False,False,True,88
27,1,0,4,1,0,1,3,2,1,1,0,2,0,4,3,72,80,78,True,False,False,True,True,False,68
18,1,0,6,0,3,3,5,5,3,1,0,0,2,5,5,92,85,97,True,False,False,True,False,True,91
15,1,1,1,1,0,3,5,4,4,1,1,2,0,5,5,85,90,91,False,True,True,False,True,False,90
20,0,1,3,0,1,5,4,1,1,0,1,2,1,5,2,86,45,95,True,False,True,False,True,False,97
21,1,1,6,1,1,2,2,2,2,0,1,2,1,5,5,91,89,77,True,False,True,False,True,False,82
20,0,1,3,1,0,3,5,1,1,1,0,4,1,3,4,65,96,84,False,True,False,True,False,True,70
24,0,1,4,0,0,2,3,5,4,1,1,0,0,7,5,52,69,71,True,False,True,False,True,False,73
16,1,1,2,0,1,3,1,4,2,1,1,1,0,6,5,81,83,93,True,False,True,False,False,True,88
16,1,1,2,1,1,3,5,3,3,1,1,2,0,6,4,70,89,78,True,False,True,False,False,True,83
17,0,1,1,0,1,1,3,3,2,0,0,2,0,3,4,81,72,56,True,False,True,False,False,True,80
22,0,1,1,1,1,4,4,5,5,1,1,0,1,4,4,75,74,73,True,False,True,False,False,True,75
19,0,1,5,0,1,3,2,5,2,1,1,0,1,4,5,90,94,87,False,True,True,False,False,True,91
21,1,1,7,1,1,3,4,2,2,1,0,1,1,5,1,71,63,84,False,True,False,True,True,False,61
22,1,1,4,0,1,4,2,4,4,1,0,0,1,4,2,87,90,83,False,True,False,True,False,True,89
22,0,1,2,0,0,4,5,5,5,1,0,0,0,4,4,75,76,74,True,False,True,False,False,True,77
19,1,1,8,0,1,4,5,5,4,1,1,0,0,4,5,97,96,93,False,True,False,True,False,True,92
16,1,1,6,0,1,5,1,5,2,0,0,0,1,5,5,90,95,80,True,False,True,False,False,True,90
19,0,1,8,0,1,4,5,5,4,1,0,0,0,3,5,95,93,90,False,True,True,False,False,True,94
20,1,0,2,1,0,5,4,5,5,0,0,1,0,5,5,85,23,52,False,True,True,False,True,False,90
23,0,0,5,1,1,5,4,5,5,1,1,0,0,5,4,89,92,81,False,True,True,False,True,False,93
20,1,0,4,1,3,4,4,5,4,1,1,0,0,5,4,90,91,89,True,False,False,True,False,True,89
21,1,1,7,1,0,5,5,5,3,1,1,3,1,3,4,80,82,79,False,True,False,True,True,False,95
19,1,1,2,1,0,2,5,3,3,0,1,0,0,6,3,47,54,77,False,True,True,False,True,False,98
21,0,1,6,1,0,4,2,5,5,0,0,0,1,4,5,88,44,95,True,False,True,False,True,False,58
22,0,1,3,0,1,3,5,1,5,0,0,1,0,4,5,84,85,87,False,True,False,True,False,True,80
19,0,1,1,0,1,3,4,5,5,1,1,1,0,5,3,88,80,94,True,False,False,True,False,True,65
24,1,1,2,0,0,2,3,2,2,1,0,0,1,3,4,88,92,67,False,True,False,True,True,False,92
18,1,1,2,1,3,3,5,5,3,0,1,2,0,4,4,79,83,91,True,False,True,False,True,False,90
23,1,1,5,1,0,1,4,3,2,1,0,4,1,5,3,65,76,73,False,True,True,False,True,False,74
22,0,1,5,0,1,3,3,3,3,0,0,3,1,6,4,88,92,76,False,True,False,True,False,True,80
18,0,1,4,0,1,3,3,4,4,1,1,1,0,4,3,69,96,90,True,False,False,True,True,False,85
15,0,1,1,0,1,5,3,2,3,1,1,2,0,4,3,69,72,71,False,True,False,True,False,True,70
24,1,1,9,0,0,3,3,1,4,1,0,0,0,3,2,71,71,50,False,True,False,True,False,True,65
21,0,1,9,1,0,4,4,4,1,1,0,1,0,4,2,91,82,89,False,True,True,False,False,True,87
20,0,1,3,0,1,3,5,5,4,1,1,0,0,4,5,89,93,95,True,False,True,False,True,False,90
22,1,1,2,1,0,3,3,4,3,1,0,1,1,3,3,86,89,77,True,False,False,True,False,True,87
20,1,1,3,0,1,3,5,1,1,0,0,1,1,4,5,87,77,87,False,True,True,False,True,False,77
19,0,1,6,0,1,4,1,5,5,0,1,0,0,4,5,92,92,89,False,True,True,False,False,True,88
16,1,0,2,0,0,3,5,4,4,1,1,3,0,2,4,77,84,89,False,True,True,False,False,True,88
21,0,1,2,0,0,1,1,1,1,0,0,2,1,6,1,55,69,72,False,True,False,True,True,False,65
26,1,1,4,1,1,4,5,2,1,1,0,4,0,5,3,71,83,68,False,True,True,False,True,False,91
22,0,1,4,1,1,5,3,2,1,1,0,2,1,4,4,85,91,79,True,False,True,False,True,False,90
20,0,1,3,1,0,3,4,2,1,1,1,1,0,4,1,88,84,80,False,True,True,False,False,True,74
23,1,1,7,1,1,3,3,3,3,0,1,0,0,3,3,87,90,79,True,False,False,True,False,True,85
20,0,0,4,0,1,4,3,5,5,1,0,1,0,4,3,72,77,88,True,False,False,True,False,True,83
20,0,0,4,0,0,2,2,2,2,0,0,0,0,6,2,88,90,81,False,True,False,True,False,True,87
21,0,0,1,0,1,4,5,5,5,1,0,0,0,4,5,72,70,65,False,True,True,False,False,True,73
20,1,1,3,1,1,3,5,4,2,1,0,1,0,4,5,69,69,69,False,True,True,False,False,True,69
21,1,1,3,1,0,5,4,4,5,1,0,0,1,3,4,76,69,71,False,True,True,False,False,True,75
23,0,1,4,1,1,5,5,2,4,0,1,0,1,6,3,41,94,80,True,False,True,False,False,True,84
20,1,1,4,1,2,3,4,4,3,1,0,0,0,5,4,76,82,88,False,True,False,True,False,True,83
19,1,1,4,1,1,5,4,3,5,0,1,0,0,4,4,64,98,61,True,False,True,False,True,False,96
22,0,1,3,0,1,3,2,3,3,1,0,2,1,5,3,68,86,98,False,True,True,False,False,True,71
24,1,1,5,1,1,3,5,5,2,1,1,0,0,6,5,73,53,60,True,False,False,True,True,False,49
21,1,1,7,1,0,5,4,2,1,1,0,2,0,3,3,75,82,71,False,True,False,True,True,False,92
17,0,1,2,0,1,5,3,4,5,1,0,1,1,3,5,95,75,76,False,True,True,False,False,True,84
20,0,1,1,0,0,3,4,4,4,1,0,1,0,4,5,96,95,96,True,False,False,True,False,True,96
24,1,1,3,0,0,4,2,3,3,1,1,1,1,4,2,88,91,79,True,False,False,True,False,True,91
21,0,0,7,1,0,5,3,5,3,0,0,4,1,4,1,59,60,56,True,False,False,True,True,False,61
20,0,1,2,0,0,4,3,4,4,1,1,1,0,4,5,93,87,85,True,False,True,False,False,True,86
26,1,1,9,0,1,2,4,5,3,1,0,1,1,3,3,77,84,73,True,False,False,True,True,False,85
21,0,1,1,1,1,4,5,5,5,0,0,1,0,4,5,77,70,79,False,True,False,True,True,False,88
15,1,1,2,1,0,1,3,1,1,0,1,2,1,3,4,70,74,79,True,False,True,False,False,True,79
19,1,1,4,1,0,3,4,2,2,1,0,1,0,4,5,95,86,85,True,False,True,False,False,True,88
23,0,1,1,0,1,3,4,5,1,0,0,0,1,5,5,84,95,66,False,True,True,False,True,False,95
15,0,1,4,0,1,3,3,4,4,1,0,5,0,4,1,88,96,92,False,True,False,True,False,True,92
22,1,1,3,1,2,4,5,5,2,1,0,0,2,3,3,95,87,93,False,True,True,False,False,True,91
19,1,1,3,1,1,3,5,5,4,1,0,0,1,7,5,59,83,54,False,True,False,True,False,True,47
11,0,1,7,0,0,5,2,4,2,0,0,0,1,15,1,66,66,89,True,False,False,True,False,True,76
16,1,1,2,0,1,4,5,4,4,1,1,2,1,4,5,90,88,93,False,True,True,False,False,True,81
20,1,1,4,0,1,4,5,4,4,1,0,1,0,5,5,89,89,85,False,True,False,True,True,False,91
25,1,1,3,0,0,3,4,3,5,1,0,4,0,4,5,78,64,84,True,False,True,False,False,True,76
22,1,0,1,1,3,3,5,2,2,1,1,0,1,4,5,76,89,88,False,True,True,False,False,True,89
26,1,0,4,0,0,1,4,3,3,1,0,1,1,3,3,72,55,86,True,False,False,True,True,False,68
21,1,1,7,0,1,2,4,1,3,1,0,4,1,2,5,79,50,89,True,False,True,False,False,True,42
15,0,1,2,1,1,5,5,4,3,1,1,1,1,3,5,50,97,63,True,False,True,False,False,True,50
20,0,1,1,0,0,3,5,4,5,0,0,0,0,6,4,87,78,54,False,True,True,False,True,False,96
23,0,1,5,1,1,3,4,2,4,1,0,0,0,3,5,88,80,68,False,True,True,False,False,True,66
22,0,1,5,0,1,3,5,5,3,0,0,0,1,6,5,83,47,53,False,True,False,True,False,True,54
19,1,1,5,1,1,5,4,5,3,1,1,4,1,4,4,80,85,75,True,False,False,True,True,False,99
21,0,1,2,0,0,1,4,1,0,1,0,1,0,5,1,83,79,83,True,False,True,False,True,False,85
19,0,1,5,1,0,4,4,2,4,1,1,0,2,5,5,83,89,95,False,True,False,True,True,False,92
21,0,1,2,1,1,4,4,5,5,1,0,0,0,4,5,89,91,91,True,False,True,False,False,True,88
16,1,0,2,1,0,1,5,2,1,0,0,2,1,5,4,38,59,63,True,False,False,True,True,False,57
17,0,1,1,1,1,3,3,3,3,1,1,1,0,1,5,75,75,56,True,False,True,False,False,True,86
23,0,1,1,1,0,4,5,4,2,1,1,2,1,4,5,47,67,66,True,False,False,True,True,False,60
23,1,1,7,1,1,4,4,4,4,1,0,0,0,3,3,88,91,79,False,True,False,True,True,False,84
18,0,0,4,1,0,2,5,3,3,1,0,4,0,5,4,76,78,62,False,True,False,True,True,False,68
20,0,1,3,0,0,5,3,0,3,1,1,3,0,2,2,70,66,63,True,False,True,False,True,False,67
18,0,1,8,1,0,5,4,4,5,1,0,0,0,4,5,87,67,78,False,True,True,False,True,False,76
20,1,0,5,0,1,1,2,3,5,1,0,2,1,2,3,88,76,91,True,False,True,False,False,True,90
20,1,1,6,0,1,1,5,5,1,1,0,1,0,4,5,83,92,69,False,True,False,True,False,True,81
15,0,1,4,1,1,3,4,2,2,1,1,1,1,3,4,64,67,78,False,True,True,False,True,False,70
20,1,1,3,0,0,5,3,5,4,1,0,0,1,5,3,87,90,81,True,False,False,True,False,True,85
22,0,1,9,1,0,2,4,5,2,1,1,2,1,3,5,80,80,71,True,False,False,True,True,False,96
19,0,1,6,0,0,3,4,3,2,1,0,2,0,4,4,88,91,88,False,True,False,True,False,True,89
20,0,1,1,0,1,2,3,3,3,0,0,0,0,4,4,84,75,66,False,True,True,False,False,True,75
20,1,1,10,1,0,5,3,5,4,1,1,0,1,4,4,32,30,30,False,True,True,False,False,True,31
22,0,1,2,2,3,5,5,4,2,1,0,0,2,4,5,81,83,93,False,True,True,False,False,True,88
25,1,1,3,0,1,4,2,5,5,0,0,0,0,5,5,85,90,92,False,True,False,True,False,True,87
21,0,1,1,0,0,4,4,4,4,1,0,1,0,4,4,63,55,54,True,False,True,False,False,True,70
22,1,1,2,0,1,2,5,5,4,1,1,0,0,3,4,69,87,74,False,True,False,True,False,True,76
21,0,1,5,0,1,2,4,5,5,1,0,4,1,5,4,51,55,54,False,True,False,True,True,False,58
21,0,0,4,0,1,4,4,5,2,1,1,1,1,5,4,83,43,96,True,False,True,False,False,True,90
21,1,1,8,1,0,3,5,2,1,1,0,2,1,4,5,85,88,79,True,False,False,True,True,False,97
19,0,1,5,0,1,4,4,5,3,1,0,1,1,4,5,94,69,71,False,True,False,True,False,True,78
23,1,1,7,1,1,4,4,4,4,0,1,0,0,3,3,89,92,79,False,True,False,True,True,False,85
19,1,1,5,0,1,4,2,5,4,1,1,0,0,5,5,90,92,90,True,False,True,False,False,True,91
19,1,1,5,0,0,1,3,2,4,0,0,1,0,10,3,72,83,72,True,False,True,False,False,True,75
19,1,1,3,0,1,3,5,5,4,1,0,0,0,4,5,91,92,94,True,False,True,False,False,True,90
22,1,1,2,0,1,5,2,4,4,0,0,0,0,5,3,85,73,59,False,True,True,False,False,True,80
26,1,1,6,1,1,2,3,4,1,1,0,1,0,4,4,68,72,68,False,True,False,True,True,False,99
19,0,1,5,0,1,3,5,5,4,1,1,0,0,5,5,89,92,88,False,True,True,False,False,True,90
19,0,1,3,1,1,2,5,3,1,0,0,1,0,4,5,76,80,87,False,True,False,True,True,False,75
22,0,1,1,0,0,3,4,4,3,1,0,1,0,4,5,60,60,60,False,True,True,False,False,True,60
22,0,1,5,0,1,4,4,4,4,1,0,3,1,6,5,88,88,77,True,False,False,True,False,True,82
20,0,1,4,0,1,2,4,3,2,0,0,0,0,4,5,92,85,93,False,True,True,False,True,False,94
23,0,1,2,0,1,3,4,4,2,1,0,0,0,2,3,86,60,56,False,True,False,True,False,True,70
23,1,1,7,1,1,3,3,3,3,0,1,0,0,3,3,88,90,79,False,True,False,True,True,False,86
21,0,0,4,1,1,4,4,4,4,1,0,1,1,4,4,86,89,80,False,True,True,False,False,True,87
19,0,1,4,0,1,3,4,5,4,1,0,0,0,4,5,87,91,90,True,False,True,False,False,True,91
21,1,1,7,0,1,1,3,0,5,1,1,0,1,6,5,98,65,96,True,False,False,True,False,True,93
22,1,1,5,1,0,3,3,1,1,1,1,1,1,5,3,75,77,71,True,False,True,False,True,False,96
19,0,1,3,0,1,4,5,5,5,1,1,0,0,4,5,90,91,93,False,True,True,False,True,False,91
21,0,1,2,1,1,3,5,3,5,0,1,0,0,4,5,95,78,56,False,True,False,True,False,True,95
16,1,1,1,1,1,5,5,4,3,1,1,1,1,3,3,74,67,62,False,True,True,False,False,True,68
17,0,0,1,0,0,2,5,2,1,1,0,3,1,3,2,83,96,83,False,True,True,False,True,False,87
22,1,1,3,0,1,4,3,3,3,1,1,0,1,4,3,89,92,80,True,False,False,True,False,True,93
20,0,1,2,0,0,1,1,3,3,1,0,3,0,4,5,69,69,69,False,True,False,True,False,True,69
23,0,0,5,1,1,3,4,3,3,1,1,1,1,3,4,89,92,79,False,True,True,False,False,True,89
18,1,0,4,0,4,3,3,2,2,1,1,0,1,3,5,86,81,98,False,True,False,True,False,True,94
21,1,1,6,1,1,3,3,3,3,0,0,1,0,3,3,92,91,76,True,False,True,False,False,True,81
